Position,Win Probability,Average Score,Was Reached?,1,2,3,4,5,6,7,8,9,10,11,12
6 7 9 10 12,0.000714449,37.1389,Yes,N/A,N/A,N/A,N/A,N/A,6,7,N/A,9,10,N/A,12
1 6 7 9 10 11 12,0.000609266,43.7778,Yes,N/A,N/A,N/A,N/A,N/A,6,7,1 7,9,10,11,12
6 8 9 10 11,0.00119075,36.8333,Yes,N/A,N/A,N/A,N/A,N/A,6,N/A,8,9,10,11,N/A
6 8 9 10 11 12,0.000198458,47.75,Yes,N/A,N/A,N/A,N/A,N/A,6,N/A,8,9,10,11,12
1 6 7 8,0.0382587,15.1667,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,N/A
1 6 7 8 12,0.00425097,26.5278,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,N/A,12
6 7 8,0.0192901,16.5556,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,N/A
1 6 7 8 11,0.0106453,23.8333,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,1 11
6 7 8 12,0.00214335,27.8056,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,N/A,12
1 6 7 8 11 12,0.00132967,35.3889,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,N/A,11,12
1 6 7 8 10,0.0170396,21.5556,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,N/A
1 6 7 8 10 12,0.00236661,32.3611,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,1 10,12
6 7 8 11,0.00428669,26.2222,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,N/A
6 7 8 11 12,0.000595374,37.3889,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,N/A,11,12
6 7 8 10,0.00643004,24.7222,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,N/A
1 6 7 8 10 11,0.00503091,30.6389,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,1 11
6 7 8 10 12,0.000893061,35.8056,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,N/A,12
1 6 7 8 10 11 12,0.000764064,42.25,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,1 8,10,11,12
6 7 9 10 11,0.0014289,35.3333,Yes,N/A,N/A,N/A,N/A,N/A,6,7,N/A,9,10,11,N/A
6 7 9 10 11 12,0.00023815,46.5278,Yes,N/A,N/A,N/A,N/A,N/A,6,7,N/A,9,10,11,12
1 6 7 8 9,0.0200046,21.4444,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,N/A
1 6 7 8 9 12,0.00277841,32.1944,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,N/A,12
6 7 8 9,0.00857339,23.1111,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,N/A
1 6 7 8 9 11,0.00674757,29.1389,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,1 11
6 7 8 9 12,0.00119075,34.3333,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,N/A,12
1 6 7 8 9 11 12,0.00102537,40.6944,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,1 9,11,12
6 7 8 10 11,0.00178612,34.0556,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,N/A
6 7 8 10 11 12,0.000297687,45.0556,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,N/A,10,11,12
1 6 7 8 9 10,0.00937714,28.6944,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,N/A
1 6 7 8 9 10 12,0.00156286,39,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,1 10,12
6 7 8 9 11,0.0023815,32.5556,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,N/A
6 7 8 9 11 12,0.000396916,43.3611,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,N/A,11,12
6 7 8 9 10,0.00357225,30.75,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,N/A
1 6 7 8 9 10 11,0.00332417,37.5278,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,1 11
6 7 8 9 10 12,0.000595374,41.6389,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,N/A,12
1 6 7 8 9 10 11 12,0.000588483,48.8056,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,12
1 5,0.157407,4.5,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,N/A
1 5 12,0.00874486,15.9722,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,N/A,12
5,0.111111,4.44444,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1 5 11,0.0236626,14.2778,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,1 11
5 12,0.00617284,15.9722,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,12
1 5 11 12,0.00171468,25.9167,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,N/A,11,12
1 5 10,0.0385802,12.5833,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,N/A
1 5 10 12,0.00321502,23.8611,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,1 10,12
5 11,0.0123457,14.6667,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,N/A
5 11 12,0.00102881,26.1111,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,11,12
5 10,0.0185185,13.4167,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,N/A
1 5 10 11,0.00694444,22.8056,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,1 11
5 10 12,0.00154321,24.8333,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,N/A,12
1 5 10 11 12,0.000685871,34.3333,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,N/A,10,11,12
1 5 9,0.0534979,11.1111,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,N/A
1 5 9 12,0.00445816,22.2222,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,N/A,12
5 9,0.0246914,12.2222,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,N/A
1 5 9 11,0.0109739,20.3333,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,1 11
5 9 12,0.00205761,23.6111,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,N/A,12
1 5 9 11 12,0.00110501,31.9167,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,1 9,11,12
5 10 11,0.00308642,23.5,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,N/A
5 10 11 12,0.000342936,34.9167,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,10,11,12
1 5 9 10,0.0151749,19.5278,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,N/A
1 5 9 10 12,0.0016861,30.6667,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,1 10,12
5 9 11,0.00411523,22.2778,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,N/A
5 9 11 12,0.000457247,33.6944,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,N/A,11,12
5 9 10,0.00617284,20.8889,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,N/A
1 5 9 10 11,0.00360082,29.4722,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,1 11
5 9 10 12,0.000685871,32.25,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,N/A,12
1 5 9 10 11 12,0.000452484,41.1111,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,N/A,9,10,11,12
1 5 8,0.0684156,9.5,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,N/A
1 5 8 12,0.0057013,20.7778,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,N/A,12
5 8,0.0308642,10.9722,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,N/A
1 5 8 11,0.0139746,18.8333,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,1 11
5 8 12,0.00257202,22.4167,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,N/A,12
1 5 8 11 12,0.00140985,30.3889,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,N/A,11,12
1 5 8 10,0.0222479,16.7222,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,N/A
1 5 8 10 12,0.00247199,27.8333,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,1 10,12
5 8 11,0.00514403,21.0556,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,N/A
5 8 11 12,0.000571559,32.5278,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,N/A,11,12
5 8 10,0.00771605,19.6389,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,N/A
1 5 8 10 11,0.00522977,26.3333,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,11,1 11
5 8 10 12,0.000857339,31.0556,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,N/A,12
1 5 8 10 11 12,0.000666819,38.0278,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,1 8,10,11,12
5 9 10 11,0.00137174,30.8611,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,11,N/A
5 9 10 11 12,0.00019052,42.0833,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,9,10,11,12
1 5 8 9,0.026406,16.4444,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,1 9,N/A,N/A
1 5 8 9 12,0.002934,27.4167,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,1 9,N/A,12
5 8 9,0.0102881,18.3889,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,N/A,N/A,N/A
1 5 8 9 11,0.00701113,25.1389,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,1 9,11,1 11
5 8 9 12,0.00114312,29.6944,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,N/A,N/A,12
1 5 8 9 11 12,0.000894384,36.5833,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,1 9,11,12
5 8 10 11,0.00171468,29.5556,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,11,N/A
5 8 10 11 12,0.00023815,40.8611,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,N/A,10,11,12
1 5 8 9 10,0.00980224,24.3056,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,10,1 10,N/A
1 5 8 9 10 12,0.00136142,35.1944,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,10,1 10,12
5 8 9 11,0.00228624,28.3056,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,N/A,11,N/A
5 8 9 11 12,0.000317533,39.4167,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,N/A,11,12
5 8 9 10,0.00342936,26.7222,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,10,N/A,N/A
1 5 8 9 10 11,0.00288161,33.8611,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,10,11,1 11
5 8 9 10 12,0.000476299,38.0278,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,10,N/A,12
1 5 8 9 10 11 12,0.000440577,45.4444,Yes,N/A,N/A,N/A,N/A,5,1 5,N/A,8,9,10,11,12
1 5 7,0.087963,7.88889,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,N/A,N/A,5 7
1 5 7 12,0.00707305,19.4444,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,N/A,N/A,12
5 7,0.0648148,9.55556,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,N/A,N/A,5 7
1 5 7 11,0.0180041,17.3333,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,N/A,11,1 11
5 7 12,0.00385802,21.3056,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,N/A,N/A,12
1 5 7 11 12,0.0017504,28.9444,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,N/A,11,12
1 5 7 10,0.0308642,14.9167,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,10,1 10,5 7
1 5 7 10 12,0.00316144,26.3056,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,10,1 10,12
5 7 11,0.00925926,19.4722,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,N/A,11,5 7
5 7 11 12,0.000814472,31.3889,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,N/A,11,12
5 7 10,0.0138889,18.1667,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,10,N/A,5 7
1 5 7 10 11,0.00677298,24.8889,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,10,11,1 11
5 7 10 12,0.00122171,29.9167,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,10,N/A,12
1 5 7 10 11 12,0.000833524,36.5,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,N/A,10,11,12
1 5 7 9,0.0426955,13.1667,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,1 9,N/A,5 7
1 5 7 9 12,0.00435099,24.5278,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,1 9,N/A,12
5 7 9,0.0185185,16.9167,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,N/A,N/A,5 7
1 5 7 9 11,0.0104595,21.9444,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,1 9,11,1 11
5 7 9 12,0.00162894,28.5278,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,N/A,N/A,12
1 5 7 9 11 12,0.00128998,33.1389,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,1 9,11,12
5 7 10 11,0.00282922,27.9444,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,10,11,5 7
5 7 10 11 12,0.000328647,39.6111,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,N/A,10,11,12
1 5 7 9 10,0.0154107,20.4167,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,10,1 10,5 7
1 5 7 9 10 12,0.00198498,31.8056,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,10,1 10,12
5 7 9 11,0.00377229,26.6111,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,N/A,11,5 7
5 7 9 11 12,0.000438195,38.2222,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,N/A,11,12
5 7 9 10,0.00565844,24.9444,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,10,N/A,5 7
1 5 7 9 10 11,0.00421882,30,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,10,11,1 11
5 7 9 10 12,0.000657293,36.7222,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,10,N/A,12
1 5 7 9 10 11 12,0.000631328,41.6667,Yes,N/A,N/A,N/A,N/A,5,1 5,7,1 7,9,10,11,12
5 8 9 10 11,0.000952599,36.3333,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,10,11,N/A
5 8 9 10 11 12,0.000158766,47.5,Yes,N/A,N/A,N/A,N/A,5,N/A,N/A,8,9,10,11,12
1 5 7 8,0.0480967,12.9444,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,N/A,N/A,5 7
1 5 7 8 12,0.0048261,24.4722,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,N/A,N/A,12
5 7 8,0.0231481,15.5278,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,N/A,N/A,5 7
1 5 7 8 11,0.0118599,21.8333,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,N/A,11,1 11
5 7 8 12,0.00203618,27.3333,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,N/A,N/A,12
1 5 7 8 11 12,0.00144081,33.3889,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,N/A,11,12
1 5 7 8 10,0.020126,18.7778,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,10,1 10,5 7
1 5 7 8 10 12,0.00253272,30.2778,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,10,1 10,12
5 7 8 11,0.00471536,25.3889,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,N/A,11,5 7
5 7 8 11 12,0.000547744,37,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,N/A,11,12
5 7 8 10,0.00707305,23.7222,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,10,N/A,5 7
1 5 7 8 10 11,0.00542029,28.3333,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,10,11,1 11
5 7 8 10 12,0.000821616,35.4722,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,10,N/A,12
1 5 7 8 10 11 12,0.000802432,40,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,1 8,10,11,12
5 7 9 10 11,0.00148605,34.3611,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,10,11,5 7
5 7 9 10 11 12,0.000214335,46.2222,Yes,N/A,N/A,N/A,N/A,5,N/A,7,N/A,9,10,11,12
1 5 7 8 9,0.0238483,18.75,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,1 9,N/A,5 7
1 5 7 8 9 12,0.00303006,29.9722,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,1 9,N/A,12
5 7 8 9,0.00943073,22.2778,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,N/A,N/A,5 7
1 5 7 8 9 11,0.0072461,26.9722,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,1 9,11,1 11
5 7 8 9 12,0.00109549,33.8889,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,N/A,N/A,12
1 5 7 8 9 11 12,0.00107469,38.2778,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,1 9,11,12
5 7 8 10 11,0.00185757,33.0556,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,10,11,5 7
5 7 8 10 11 12,0.000267918,44.6667,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,N/A,10,11,12
1 5 7 8 9 10,0.0107382,25.4167,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,10,1 10,5 7
1 5 7 8 9 10 12,0.00165564,36.4722,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,10,1 10,12
5 7 8 9 11,0.00247676,31.7222,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,N/A,11,5 7
5 7 8 9 11 12,0.000357225,43.25,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,N/A,11,12
5 7 8 9 10,0.00371513,29.7778,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,10,N/A,5 7
1 5 7 8 9 10 11,0.0035185,34.7778,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,10,11,1 11
5 7 8 9 10 12,0.000535837,41.4167,Yes,N/A,N/A,N/A,N/A,5,N/A,7,8,9,10,N/A,12
1 5 7 8 9 10 11 12,0.000614002,46.1389,Yes,N/A,N/A,N/A,N/A,5,1 5,7,8,9,10,11,12
6 7 8 9 10 11,0.00119075,39.6944,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,N/A
6 7 8 9 10 11 12,0.000231534,50.3333,Yes,N/A,N/A,N/A,N/A,N/A,6,7,8,9,10,11,12
1 5 6,0.0985082,7.66667,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,N/A,5 6,1 5 6
1 5 6 12,0.00640861,19.2222,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,N/A,5 6,12
5 6,0.0864198,8.75,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,N/A,5 6,N/A
1 5 6 11,0.016418,17.9444,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,N/A,11,1 11
5 6 12,0.00565844,20.0278,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,N/A,5 6,12
1 5 6 11 12,0.00145271,29.7222,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,N/A,11,12
1 5 6 10,0.0289995,15.6111,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,10,1 10,1 5 6
1 5 6 10 12,0.0027935,27.1389,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,10,1 10,12
5 6 11,0.00823045,19.3333,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,N/A,11,N/A
5 6 11 12,0.000828761,30.8056,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,N/A,11,12
5 6 10,0.0169753,17.3611,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,10,5 6,N/A
1 5 6 10 11,0.00587277,25.8056,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,10,11,1 11
5 6 10 12,0.00162894,28.6111,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,10,5 6,12
1 5 6 10 11 12,0.00068468,37.5278,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,N/A,10,11,12
1 5 6 9,0.0456962,13.2778,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,1 9,5 6,1 5 6
1 5 6 9 12,0.00433432,24.6111,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,1 9,5 6,12
5 6 9,0.0226337,16,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,N/A,5 6,N/A
1 5 6 9 11,0.0093831,23.0833,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,1 9,11,1 11
5 6 9 12,0.00217193,27.3611,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,N/A,5 6,12
1 5 6 9 11 12,0.00111189,34.3889,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,1 9,11,12
5 6 10 11,0.00248628,27.9444,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,10,11,N/A
5 6 10 11 12,0.000323884,39.0833,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,N/A,10,11,12
1 5 6 9 10,0.0140032,21.6389,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,10,1 10,1 5 6
1 5 6 9 10 12,0.00175913,33.0556,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,10,1 10,12
5 6 9 11,0.00331504,26.5833,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,N/A,11,N/A
5 6 9 11 12,0.000431845,37.8056,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,N/A,11,12
5 6 9 10,0.00651578,24.2222,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,10,5 6,N/A
1 5 6 9 10 11,0.00361273,31.6111,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,10,11,1 11
5 6 9 10 12,0.000819235,35.4167,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,10,5 6,12
1 5 6 9 10 11 12,0.000522937,43.3889,Yes,N/A,N/A,N/A,N/A,5,6,1 6,N/A,9,10,11,12
1 5 6 8,0.0585348,11.2778,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,N/A,5 6,1 5 6
1 5 6 8 12,0.00555365,22.9444,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,N/A,5 6,12
5 6 8,0.0282922,14.6111,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,N/A,5 6,N/A
1 5 6 8 11,0.0119361,21.2222,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,N/A,11,1 11
5 6 8 12,0.00271491,26.1389,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,N/A,5 6,12
1 5 6 8 11 12,0.00141686,32.75,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,N/A,11,12
1 5 6 8 10,0.020419,18.25,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,10,1 10,1 5 6
1 5 6 8 10 12,0.00257341,29.5556,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,10,1 10,12
5 6 8 11,0.0041438,25.3333,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,N/A,11,N/A
5 6 8 11 12,0.000539806,36.5833,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,N/A,11,12
5 6 8 10,0.00814472,22.9167,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,10,5 6,N/A
1 5 6 8 10 11,0.0051738,28,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,10,11,1 11
5 6 8 10 12,0.00102404,34.1389,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,10,5 6,12
1 5 6 8 10 11 12,0.000759102,39.3889,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,1 8,10,11,12
5 6 9 10 11,0.00129553,34.6111,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,10,11,N/A
5 6 9 10 11 12,0.000206396,45.8333,Yes,N/A,N/A,N/A,N/A,5,6,N/A,N/A,9,10,11,12
1 5 6 8 9,0.0273015,17.1944,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,9,1 9,5 6,1 5 6
1 5 6 8 9 12,0.0033894,28.2222,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,9,1 9,5 6,12
5 6 8 9,0.0108596,21.5,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,9,N/A,5 6,N/A
1 5 6 8 9 11,0.00710586,26.6111,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,9,1 9,11,1 11
5 6 8 9 12,0.00136539,32.6389,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,9,N/A,5 6,12
1 5 6 8 9 11 12,0.00104168,37.7222,Yes,N/A,N/A,N/A,N/A,5,6,1 6,8,9,1 9,11,12
5 6 8 10 11,0.00161942,33.3056,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,10,11,N/A
5 6 8 10 11 12,0.000257995,44.4444,Yes,N/A,N/A,N/A,N/A,5,6,N/A,8,N/A,10,11,12
